DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
2012-11-07,2012-11-07,4,Wednesday,7,312,45,November,11,4,2012,2,2,2012,1
2012-11-08,2012-11-08,5,Thursday,8,313,45,November,11,4,2012,2,2,2012,1
2012-11-09,2012-11-09,6,Friday,9,314,45,November,11,4,2012,2,2,2012,1
2012-11-10,2012-11-10,7,Saturday,10,315,45,November,11,4,2012,2,2,2012,1
2012-11-11,2012-11-11,1,Sunday,11,316,46,November,11,4,2012,2,2,2012,1
2012-11-12,2012-11-12,2,Monday,12,317,46,November,11,4,2012,2,2,2012,1
2012-11-13,2012-11-13,3,Tuesday,13,318,46,November,11,4,2012,2,2,2012,1
2012-11-14,2012-11-14,4,Wednesday,14,319,46,November,11,4,2012,2,2,2012,1
2012-11-15,2012-11-15,5,Thursday,15,320,46,November,11,4,2012,2,2,2012,1
2012-11-16,2012-11-16,6,Friday,16,321,46,November,11,4,2012,2,2,2012,1
2012-11-17,2012-11-17,7,Saturday,17,322,46,November,11,4,2012,2,2,2012,1
2012-11-18,2012-11-18,1,Sunday,18,323,47,November,11,4,2012,2,2,2012,1
2012-11-19,2012-11-19,2,Monday,19,324,47,November,11,4,2012,2,2,2012,1
2012-11-20,2012-11-20,3,Tuesday,20,325,47,November,11,4,2012,2,2,2012,1
2012-11-21,2012-11-21,4,Wednesday,21,326,47,November,11,4,2012,2,2,2012,1
2012-11-22,2012-11-22,5,Thursday,22,327,47,November,11,4,2012,2,2,2012,1
2012-11-23,2012-11-23,6,Friday,23,328,47,November,11,4,2012,2,2,2012,1
2012-11-24,2012-11-24,7,Saturday,24,329,47,November,11,4,2012,2,2,2012,1
2012-11-25,2012-11-25,1,Sunday,25,330,48,November,11,4,2012,2,2,2012,1
2012-11-26,2012-11-26,2,Monday,26,331,48,November,11,4,2012,2,2,2012,1
2012-11-27,2012-11-27,3,Tuesday,27,332,48,November,11,4,2012,2,2,2012,1
2012-11-28,2012-11-28,4,Wednesday,28,333,48,November,11,4,2012,2,2,2012,1
2012-11-29,2012-11-29,5,Thursday,29,334,48,November,11,4,2012,2,2,2012,1
2012-11-30,2012-11-30,6,Friday,30,335,48,November,11,4,2012,2,2,2012,1
2012-12-01,2012-12-01,7,Saturday,1,336,48,December,12,4,2012,2,2,2012,1
2012-12-02,2012-12-02,1,Sunday,2,337,49,December,12,4,2012,2,2,2012,1
2012-12-03,2012-12-03,2,Monday,3,338,49,December,12,4,2012,2,2,2012,1
2012-12-04,2012-12-04,3,Tuesday,4,339,49,December,12,4,2012,2,2,2012,1
2012-12-05,2012-12-05,4,Wednesday,5,340,49,December,12,4,2012,2,2,2012,1
2012-12-06,2012-12-06,5,Thursday,6,341,49,December,12,4,2012,2,2,2012,1
2012-12-07,2012-12-07,6,Friday,7,342,49,December,12,4,2012,2,2,2012,1
2012-12-08,2012-12-08,7,Saturday,8,343,49,December,12,4,2012,2,2,2012,1
2012-12-09,2012-12-09,1,Sunday,9,344,50,December,12,4,2012,2,2,2012,1
2012-12-10,2012-12-10,2,Monday,10,345,50,December,12,4,2012,2,2,2012,1
2012-12-11,2012-12-11,3,Tuesday,11,346,50,December,12,4,2012,2,2,2012,1
2012-12-12,2012-12-12,4,Wednesday,12,347,50,December,12,4,2012,2,2,2012,1
2012-12-13,2012-12-13,5,Thursday,13,348,50,December,12,4,2012,2,2,2012,1
2012-12-14,2012-12-14,6,Friday,14,349,50,December,12,4,2012,2,2,2012,1
2012-12-15,2012-12-15,7,Saturday,15,350,50,December,12,4,2012,2,2,2012,1
2012-12-16,2012-12-16,1,Sunday,16,351,51,December,12,4,2012,2,2,2012,1
2012-12-17,2012-12-17,2,Monday,17,352,51,December,12,4,2012,2,2,2012,1
2012-12-18,2012-12-18,3,Tuesday,18,353,51,December,12,4,2012,2,2,2012,1
2012-12-19,2012-12-19,4,Wednesday,19,354,51,December,12,4,2012,2,2,2012,1
2012-12-20,2012-12-20,5,Thursday,20,355,51,December,12,4,2012,2,2,2012,1
2012-12-21,2012-12-21,6,Friday,21,356,51,December,12,4,2012,2,2,2012,1
2012-12-22,2012-12-22,7,Saturday,22,357,51,December,12,4,2012,2,2,2012,1
2012-12-23,2012-12-23,1,Sunday,23,358,52,December,12,4,2012,2,2,2012,1
2012-12-24,2012-12-24,2,Monday,24,359,52,December,12,4,2012,2,2,2012,1
2012-12-25,2012-12-25,3,Tuesday,25,360,52,December,12,4,2012,2,2,2012,1
2012-12-26,2012-12-26,4,Wednesday,26,361,52,December,12,4,2012,2,2,2012,1
2012-12-27,2012-12-27,5,Thursday,27,362,52,December,12,4,2012,2,2,2012,1
2012-12-28,2012-12-28,6,Friday,28,363,52,December,12,4,2012,2,2,2012,1
2012-12-29,2012-12-29,7,Saturday,29,364,52,December,12,4,2012,2,2,2012,1
2012-12-30,2012-12-30,1,Sunday,30,365,53,December,12,4,2012,2,2,2012,1
2012-12-31,2012-12-31,2,Monday,31,366,53,December,12,4,2012,2,2,2012,1
2013-01-01,2013-01-01,3,Tuesday,1,1,1,January,1,1,2013,1,3,2012,2
2013-01-02,2013-01-02,4,Wednesday,2,2,1,January,1,1,2013,1,3,2012,2
2013-01-03,2013-01-03,5,Thursday,3,3,1,January,1,1,2013,1,3,2012,2
2013-01-04,2013-01-04,6,Friday,4,4,1,January,1,1,2013,1,3,2012,2
2013-01-05,2013-01-05,7,Saturday,5,5,1,January,1,1,2013,1,3,2012,2
2013-01-06,2013-01-06,1,Sunday,6,6,2,January,1,1,2013,1,3,2012,2
2013-01-07,2013-01-07,2,Monday,7,7,2,January,1,1,2013,1,3,2012,2
2013-01-08,2013-01-08,3,Tuesday,8,8,2,January,1,1,2013,1,3,2012,2
2013-01-09,2013-01-09,4,Wednesday,9,9,2,January,1,1,2013,1,3,2012,2
2013-01-10,2013-01-10,5,Thursday,10,10,2,January,1,1,2013,1,3,2012,2
2013-01-11,2013-01-11,6,Friday,11,11,2,January,1,1,2013,1,3,2012,2
2013-01-12,2013-01-12,7,Saturday,12,12,2,January,1,1,2013,1,3,2012,2
2013-01-13,2013-01-13,1,Sunday,13,13,3,January,1,1,2013,1,3,2012,2
2013-01-14,2013-01-14,2,Monday,14,14,3,January,1,1,2013,1,3,2012,2
2013-01-15,2013-01-15,3,Tuesday,15,15,3,January,1,1,2013,1,3,2012,2
2013-01-16,2013-01-16,4,Wednesday,16,16,3,January,1,1,2013,1,3,2012,2
2013-01-17,2013-01-17,5,Thursday,17,17,3,January,1,1,2013,1,3,2012,2
2013-01-18,2013-01-18,6,Friday,18,18,3,January,1,1,2013,1,3,2012,2
2013-01-19,2013-01-19,7,Saturday,19,19,3,January,1,1,2013,1,3,2012,2
2013-01-20,2013-01-20,1,Sunday,20,20,4,January,1,1,2013,1,3,2012,2
2013-01-21,2013-01-21,2,Monday,21,21,4,January,1,1,2013,1,3,2012,2
2013-01-22,2013-01-22,3,Tuesday,22,22,4,January,1,1,2013,1,3,2012,2
2013-01-23,2013-01-23,4,Wednesday,23,23,4,January,1,1,2013,1,3,2012,2
2013-01-24,2013-01-24,5,Thursday,24,24,4,January,1,1,2013,1,3,2012,2
2013-01-25,2013-01-25,6,Friday,25,25,4,January,1,1,2013,1,3,2012,2
2013-01-26,2013-01-26,7,Saturday,26,26,4,January,1,1,2013,1,3,2012,2
2013-01-27,2013-01-27,1,Sunday,27,27,5,January,1,1,2013,1,3,2012,2
2013-01-28,2013-01-28,2,Monday,28,28,5,January,1,1,2013,1,3,2012,2
2013-01-29,2013-01-29,3,Tuesday,29,29,5,January,1,1,2013,1,3,2012,2
2013-01-30,2013-01-30,4,Wednesday,30,30,5,January,1,1,2013,1,3,2012,2
2013-01-31,2013-01-31,5,Thursday,31,31,5,January,1,1,2013,1,3,2012,2
2013-02-01,2013-02-01,6,Friday,1,32,5,February,2,1,2013,1,3,2012,2
2013-02-02,2013-02-02,7,Saturday,2,33,5,February,2,1,2013,1,3,2012,2
2013-02-03,2013-02-03,1,Sunday,3,34,6,February,2,1,2013,1,3,2012,2
2013-02-04,2013-02-04,2,Monday,4,35,6,February,2,1,2013,1,3,2012,2
2013-02-05,2013-02-05,3,Tuesday,5,36,6,February,2,1,2013,1,3,2012,2
2013-02-06,2013-02-06,4,Wednesday,6,37,6,February,2,1,2013,1,3,2012,2
2013-02-07,2013-02-07,5,Thursday,7,38,6,February,2,1,2013,1,3,2012,2
2013-02-08,2013-02-08,6,Friday,8,39,6,February,2,1,2013,1,3,2012,2
2013-02-09,2013-02-09,7,Saturday,9,40,6,February,2,1,2013,1,3,2012,2
2013-02-10,2013-02-10,1,Sunday,10,41,7,February,2,1,2013,1,3,2012,2
2013-02-11,2013-02-11,2,Monday,11,42,7,February,2,1,2013,1,3,2012,2
2013-02-12,2013-02-12,3,Tuesday,12,43,7,February,2,1,2013,1,3,2012,2
2013-02-13,2013-02-13,4,Wednesday,13,44,7,February,2,1,2013,1,3,2012,2
2013-02-14,2013-02-14,5,Thursday,14,45,7,February,2,1,2013,1,3,2012,2
2013-02-15,2013-02-15,6,Friday,15,46,7,February,2,1,2013,1,3,2012,2
2013-02-16,2013-02-16,7,Saturday,16,47,7,February,2,1,2013,1,3,2012,2
2013-02-17,2013-02-17,1,Sunday,17,48,8,February,2,1,2013,1,3,2012,2
2013-02-18,2013-02-18,2,Monday,18,49,8,February,2,1,2013,1,3,2012,2
2013-02-19,2013-02-19,3,Tuesday,19,50,8,February,2,1,2013,1,3,2012,2
2013-02-20,2013-02-20,4,Wednesday,20,51,8,February,2,1,2013,1,3,2012,2
2013-02-21,2013-02-21,5,Thursday,21,52,8,February,2,1,2013,1,3,2012,2
2013-02-22,2013-02-22,6,Friday,22,53,8,February,2,1,2013,1,3,2012,2
2013-02-23,2013-02-23,7,Saturday,23,54,8,February,2,1,2013,1,3,2012,2
2013-02-24,2013-02-24,1,Sunday,24,55,9,February,2,1,2013,1,3,2012,2
2013-02-25,2013-02-25,2,Monday,25,56,9,February,2,1,2013,1,3,2012,2
2013-02-26,2013-02-26,3,Tuesday,26,57,9,February,2,1,2013,1,3,2012,2
2013-02-27,2013-02-27,4,Wednesday,27,58,9,February,2,1,2013,1,3,2012,2
2013-02-28,2013-02-28,5,Thursday,28,59,9,February,2,1,2013,1,3,2012,2
2013-03-01,2013-03-01,6,Friday,1,60,9,March,3,1,2013,1,3,2012,2
2013-03-02,2013-03-02,7,Saturday,2,61,9,March,3,1,2013,1,3,2012,2
2013-03-03,2013-03-03,1,Sunday,3,62,10,March,3,1,2013,1,3,2012,2
2013-03-04,2013-03-04,2,Monday,4,63,10,March,3,1,2013,1,3,2012,2
2013-03-05,2013-03-05,3,Tuesday,5,64,10,March,3,1,2013,1,3,2012,2
2013-03-06,2013-03-06,4,Wednesday,6,65,10,March,3,1,2013,1,3,2012,2
2013-03-07,2013-03-07,5,Thursday,7,66,10,March,3,1,2013,1,3,2012,2
2013-03-08,2013-03-08,6,Friday,8,67,10,March,3,1,2013,1,3,2012,2
2013-03-09,2013-03-09,7,Saturday,9,68,10,March,3,1,2013,1,3,2012,2
2013-03-10,2013-03-10,1,Sunday,10,69,11,March,3,1,2013,1,3,2012,2
2013-03-11,2013-03-11,2,Monday,11,70,11,March,3,1,2013,1,3,2012,2
2013-03-12,2013-03-12,3,Tuesday,12,71,11,March,3,1,2013,1,3,2012,2
2013-03-13,2013-03-13,4,Wednesday,13,72,11,March,3,1,2013,1,3,2012,2
2013-03-14,2013-03-14,5,Thursday,14,73,11,March,3,1,2013,1,3,2012,2
2013-03-15,2013-03-15,6,Friday,15,74,11,March,3,1,2013,1,3,2012,2
2013-03-16,2013-03-16,7,Saturday,16,75,11,March,3,1,2013,1,3,2012,2
2013-03-17,2013-03-17,1,Sunday,17,76,12,March,3,1,2013,1,3,2012,2
2013-03-18,2013-03-18,2,Monday,18,77,12,March,3,1,2013,1,3,2012,2
2013-03-19,2013-03-19,3,Tuesday,19,78,12,March,3,1,2013,1,3,2012,2
2013-03-20,2013-03-20,4,Wednesday,20,79,12,March,3,1,2013,1,3,2012,2
2013-03-21,2013-03-21,5,Thursday,21,80,12,March,3,1,2013,1,3,2012,2
2013-03-22,2013-03-22,6,Friday,22,81,12,March,3,1,2013,1,3,2012,2
2013-03-23,2013-03-23,7,Saturday,23,82,12,March,3,1,2013,1,3,2012,2
2013-03-24,2013-03-24,1,Sunday,24,83,13,March,3,1,2013,1,3,2012,2
2013-03-25,2013-03-25,2,Monday,25,84,13,March,3,1,2013,1,3,2012,2
2013-03-26,2013-03-26,3,Tuesday,26,85,13,March,3,1,2013,1,3,2012,2
2013-03-27,2013-03-27,4,Wednesday,27,86,13,March,3,1,2013,1,3,2012,2
2013-03-28,2013-03-28,5,Thursday,28,87,13,March,3,1,2013,1,3,2012,2
2013-03-29,2013-03-29,6,Friday,29,88,13,March,3,1,2013,1,3,2012,2
2013-03-30,2013-03-30,7,Saturday,30,89,13,March,3,1,2013,1,3,2012,2
2013-03-31,2013-03-31,1,Sunday,31,90,14,March,3,1,2013,1,3,2012,2
2013-04-01,2013-04-01,2,Monday,1,91,14,April,4,2,2013,1,4,2012,2
2013-04-02,2013-04-02,3,Tuesday,2,92,14,April,4,2,2013,1,4,2012,2
2013-04-03,2013-04-03,4,Wednesday,3,93,14,April,4,2,2013,1,4,2012,2
2013-04-04,2013-04-04,5,Thursday,4,94,14,April,4,2,2013,1,4,2012,2
2013-04-05,2013-04-05,6,Friday,5,95,14,April,4,2,2013,1,4,2012,2
2013-04-06,2013-04-06,7,Saturday,6,96,14,April,4,2,2013,1,4,2012,2
2013-04-07,2013-04-07,1,Sunday,7,97,15,April,4,2,2013,1,4,2012,2
2013-04-08,2013-04-08,2,Monday,8,98,15,April,4,2,2013,1,4,2012,2
2013-04-09,2013-04-09,3,Tuesday,9,99,15,April,4,2,2013,1,4,2012,2
2013-04-10,2013-04-10,4,Wednesday,10,100,15,April,4,2,2013,1,4,2012,2
2013-04-11,2013-04-11,5,Thursday,11,101,15,April,4,2,2013,1,4,2012,2
2013-04-12,2013-04-12,6,Friday,12,102,15,April,4,2,2013,1,4,2012,2
2013-04-13,2013-04-13,7,Saturday,13,103,15,April,4,2,2013,1,4,2012,2
2013-04-14,2013-04-14,1,Sunday,14,104,16,April,4,2,2013,1,4,2012,2
2013-04-15,2013-04-15,2,Monday,15,105,16,April,4,2,2013,1,4,2012,2
2013-04-16,2013-04-16,3,Tuesday,16,106,16,April,4,2,2013,1,4,2012,2
2013-04-17,2013-04-17,4,Wednesday,17,107,16,April,4,2,2013,1,4,2012,2
2013-04-18,2013-04-18,5,Thursday,18,108,16,April,4,2,2013,1,4,2012,2
2013-04-19,2013-04-19,6,Friday,19,109,16,April,4,2,2013,1,4,2012,2
2013-04-20,2013-04-20,7,Saturday,20,110,16,April,4,2,2013,1,4,2012,2
2013-04-21,2013-04-21,1,Sunday,21,111,17,April,4,2,2013,1,4,2012,2
2013-04-22,2013-04-22,2,Monday,22,112,17,April,4,2,2013,1,4,2012,2
2013-04-23,2013-04-23,3,Tuesday,23,113,17,April,4,2,2013,1,4,2012,2
2013-04-24,2013-04-24,4,Wednesday,24,114,17,April,4,2,2013,1,4,2012,2
2013-04-25,2013-04-25,5,Thursday,25,115,17,April,4,2,2013,1,4,2012,2
2013-04-26,2013-04-26,6,Friday,26,116,17,April,4,2,2013,1,4,2012,2
2013-04-27,2013-04-27,7,Saturday,27,117,17,April,4,2,2013,1,4,2012,2
2013-04-28,2013-04-28,1,Sunday,28,118,18,April,4,2,2013,1,4,2012,2
2013-04-29,2013-04-29,2,Monday,29,119,18,April,4,2,2013,1,4,2012,2
2013-04-30,2013-04-30,3,Tuesday,30,120,18,April,4,2,2013,1,4,2012,2
2013-05-01,2013-05-01,4,Wednesday,1,121,18,May,5,2,2013,1,4,2012,2
2013-05-02,2013-05-02,5,Thursday,2,122,18,May,5,2,2013,1,4,2012,2
2013-05-03,2013-05-03,6,Friday,3,123,18,May,5,2,2013,1,4,2012,2
2013-05-04,2013-05-04,7,Saturday,4,124,18,May,5,2,2013,1,4,2012,2
2013-05-05,2013-05-05,1,Sunday,5,125,19,May,5,2,2013,1,4,2012,2
2013-05-06,2013-05-06,2,Monday,6,126,19,May,5,2,2013,1,4,2012,2
2013-05-07,2013-05-07,3,Tuesday,7,127,19,May,5,2,2013,1,4,2012,2
2013-05-08,2013-05-08,4,Wednesday,8,128,19,May,5,2,2013,1,4,2012,2
2013-05-09,2013-05-09,5,Thursday,9,129,19,May,5,2,2013,1,4,2012,2
2013-05-10,2013-05-10,6,Friday,10,130,19,May,5,2,2013,1,4,2012,2
2013-05-11,2013-05-11,7,Saturday,11,131,19,May,5,2,2013,1,4,2012,2
2013-05-12,2013-05-12,1,Sunday,12,132,20,May,5,2,2013,1,4,2012,2
2013-05-13,2013-05-13,2,Monday,13,133,20,May,5,2,2013,1,4,2012,2
2013-05-14,2013-05-14,3,Tuesday,14,134,20,May,5,2,2013,1,4,2012,2
2013-05-15,2013-05-15,4,Wednesday,15,135,20,May,5,2,2013,1,4,2012,2
2013-05-16,2013-05-16,5,Thursday,16,136,20,May,5,2,2013,1,4,2012,2
2013-05-17,2013-05-17,6,Friday,17,137,20,May,5,2,2013,1,4,2012,2
2013-05-18,2013-05-18,7,Saturday,18,138,20,May,5,2,2013,1,4,2012,2
2013-05-19,2013-05-19,1,Sunday,19,139,21,May,5,2,2013,1,4,2012,2
2013-05-20,2013-05-20,2,Monday,20,140,21,May,5,2,2013,1,4,2012,2
2013-05-21,2013-05-21,3,Tuesday,21,141,21,May,5,2,2013,1,4,2012,2
2013-05-22,2013-05-22,4,Wednesday,22,142,21,May,5,2,2013,1,4,2012,2
2013-05-23,2013-05-23,5,Thursday,23,143,21,May,5,2,2013,1,4,2012,2
2013-05-24,2013-05-24,6,Friday,24,144,21,May,5,2,2013,1,4,2012,2
2013-05-25,2013-05-25,7,Saturday,25,145,21,May,5,2,2013,1,4,2012,2
2013-05-26,2013-05-26,1,Sunday,26,146,22,May,5,2,2013,1,4,2012,2
2013-05-27,2013-05-27,2,Monday,27,147,22,May,5,2,2013,1,4,2012,2
2013-05-28,2013-05-28,3,Tuesday,28,148,22,May,5,2,2013,1,4,2012,2
2013-05-29,2013-05-29,4,Wednesday,29,149,22,May,5,2,2013,1,4,2012,2
2013-05-30,2013-05-30,5,Thursday,30,150,22,May,5,2,2013,1,4,2012,2
2013-05-31,2013-05-31,6,Friday,31,151,22,May,5,2,2013,1,4,2012,2
2013-06-01,2013-06-01,7,Saturday,1,152,22,June,6,2,2013,1,4,2012,2
2013-06-02,2013-06-02,1,Sunday,2,153,23,June,6,2,2013,1,4,2012,2
2013-06-03,2013-06-03,2,Monday,3,154,23,June,6,2,2013,1,4,2012,2
2013-06-04,2013-06-04,3,Tuesday,4,155,23,June,6,2,2013,1,4,2012,2
2013-06-05,2013-06-05,4,Wednesday,5,156,23,June,6,2,2013,1,4,2012,2
2013-06-06,2013-06-06,5,Thursday,6,157,23,June,6,2,2013,1,4,2012,2
2013-06-07,2013-06-07,6,Friday,7,158,23,June,6,2,2013,1,4,2012,2
2013-06-08,2013-06-08,7,Saturday,8,159,23,June,6,2,2013,1,4,2012,2
2013-06-09,2013-06-09,1,Sunday,9,160,24,June,6,2,2013,1,4,2012,2
2013-06-10,2013-06-10,2,Monday,10,161,24,June,6,2,2013,1,4,2012,2
2013-06-11,2013-06-11,3,Tuesday,11,162,24,June,6,2,2013,1,4,2012,2
2013-06-12,2013-06-12,4,Wednesday,12,163,24,June,6,2,2013,1,4,2012,2
2013-06-13,2013-06-13,5,Thursday,13,164,24,June,6,2,2013,1,4,2012,2
2013-06-14,2013-06-14,6,Friday,14,165,24,June,6,2,2013,1,4,2012,2
2013-06-15,2013-06-15,7,Saturday,15,166,24,June,6,2,2013,1,4,2012,2
2013-06-16,2013-06-16,1,Sunday,16,167,25,June,6,2,2013,1,4,2012,2
2013-06-17,2013-06-17,2,Monday,17,168,25,June,6,2,2013,1,4,2012,2
2013-06-18,2013-06-18,3,Tuesday,18,169,25,June,6,2,2013,1,4,2012,2
2013-06-19,2013-06-19,4,Wednesday,19,170,25,June,6,2,2013,1,4,2012,2
2013-06-20,2013-06-20,5,Thursday,20,171,25,June,6,2,2013,1,4,2012,2
2013-06-21,2013-06-21,6,Friday,21,172,25,June,6,2,2013,1,4,2012,2
2013-06-22,2013-06-22,7,Saturday,22,173,25,June,6,2,2013,1,4,2012,2
2013-06-23,2013-06-23,1,Sunday,23,174,26,June,6,2,2013,1,4,2012,2
2013-06-24,2013-06-24,2,Monday,24,175,26,June,6,2,2013,1,4,2012,2
2013-06-25,2013-06-25,3,Tuesday,25,176,26,June,6,2,2013,1,4,2012,2
2013-06-26,2013-06-26,4,Wednesday,26,177,26,June,6,2,2013,1,4,2012,2
2013-06-27,2013-06-27,5,Thursday,27,178,26,June,6,2,2013,1,4,2012,2
2013-06-28,2013-06-28,6,Friday,28,179,26,June,6,2,2013,1,4,2012,2
2013-06-29,2013-06-29,7,Saturday,29,180,26,June,6,2,2013,1,4,2012,2
2013-06-30,2013-06-30,1,Sunday,30,181,27,June,6,2,2013,1,4,2012,2
2013-07-01,2013-07-01,2,Monday,1,182,27,July,7,3,2013,2,1,2013,1
2013-07-02,2013-07-02,3,Tuesday,2,183,27,July,7,3,2013,2,1,2013,1
2013-07-03,2013-07-03,4,Wednesday,3,184,27,July,7,3,2013,2,1,2013,1
2013-07-04,2013-07-04,5,Thursday,4,185,27,July,7,3,2013,2,1,2013,1
2013-07-05,2013-07-05,6,Friday,5,186,27,July,7,3,2013,2,1,2013,1
2013-07-06,2013-07-06,7,Saturday,6,187,27,July,7,3,2013,2,1,2013,1
2013-07-07,2013-07-07,1,Sunday,7,188,28,July,7,3,2013,2,1,2013,1
2013-07-08,2013-07-08,2,Monday,8,189,28,July,7,3,2013,2,1,2013,1
2013-07-09,2013-07-09,3,Tuesday,9,190,28,July,7,3,2013,2,1,2013,1
2013-07-10,2013-07-10,4,Wednesday,10,191,28,July,7,3,2013,2,1,2013,1
2013-07-11,2013-07-11,5,Thursday,11,192,28,July,7,3,2013,2,1,2013,1
2013-07-12,2013-07-12,6,Friday,12,193,28,July,7,3,2013,2,1,2013,1
2013-07-13,2013-07-13,7,Saturday,13,194,28,July,7,3,2013,2,1,2013,1
2013-07-14,2013-07-14,1,Sunday,14,195,29,July,7,3,2013,2,1,2013,1
2013-07-15,2013-07-15,2,Monday,15,196,29,July,7,3,2013,2,1,2013,1
2013-07-16,2013-07-16,3,Tuesday,16,197,29,July,7,3,2013,2,1,2013,1
2013-07-17,2013-07-17,4,Wednesday,17,198,29,July,7,3,2013,2,1,2013,1
2013-07-18,2013-07-18,5,Thursday,18,199,29,July,7,3,2013,2,1,2013,1
2013-07-19,2013-07-19,6,Friday,19,200,29,July,7,3,2013,2,1,2013,1
2013-07-20,2013-07-20,7,Saturday,20,201,29,July,7,3,2013,2,1,2013,1
2013-07-21,2013-07-21,1,Sunday,21,202,30,July,7,3,2013,2,1,2013,1
2013-07-22,2013-07-22,2,Monday,22,203,30,July,7,3,2013,2,1,2013,1
2013-07-23,2013-07-23,3,Tuesday,23,204,30,July,7,3,2013,2,1,2013,1
2013-07-24,2013-07-24,4,Wednesday,24,205,30,July,7,3,2013,2,1,2013,1
2013-07-25,2013-07-25,5,Thursday,25,206,30,July,7,3,2013,2,1,2013,1
2013-07-26,2013-07-26,6,Friday,26,207,30,July,7,3,2013,2,1,2013,1
2013-07-27,2013-07-27,7,Saturday,27,208,30,July,7,3,2013,2,1,2013,1
2013-07-28,2013-07-28,1,Sunday,28,209,31,July,7,3,2013,2,1,2013,1
2013-07-29,2013-07-29,2,Monday,29,210,31,July,7,3,2013,2,1,2013,1
2013-07-30,2013-07-30,3,Tuesday,30,211,31,July,7,3,2013,2,1,2013,1
2013-07-31,2013-07-31,4,Wednesday,31,212,31,July,7,3,2013,2,1,2013,1
2013-08-01,2013-08-01,5,Thursday,1,213,31,August,8,3,2013,2,1,2013,1
2013-08-02,2013-08-02,6,Friday,2,214,31,August,8,3,2013,2,1,2013,1
2013-08-03,2013-08-03,7,Saturday,3,215,31,August,8,3,2013,2,1,2013,1
2013-08-04,2013-08-04,1,Sunday,4,216,32,August,8,3,2013,2,1,2013,1
2013-08-05,2013-08-05,2,Monday,5,217,32,August,8,3,2013,2,1,2013,1
2013-08-06,2013-08-06,3,Tuesday,6,218,32,August,8,3,2013,2,1,2013,1
2013-08-07,2013-08-07,4,Wednesday,7,219,32,August,8,3,2013,2,1,2013,1
2013-08-08,2013-08-08,5,Thursday,8,220,32,August,8,3,2013,2,1,2013,1
2013-08-09,2013-08-09,6,Friday,9,221,32,August,8,3,2013,2,1,2013,1
2013-08-10,2013-08-10,7,Saturday,10,222,32,August,8,3,2013,2,1,2013,1
2013-08-11,2013-08-11,1,Sunday,11,223,33,August,8,3,2013,2,1,2013,1
2013-08-12,2013-08-12,2,Monday,12,224,33,August,8,3,2013,2,1,2013,1
2013-08-13,2013-08-13,3,Tuesday,13,225,33,August,8,3,2013,2,1,2013,1
2013-08-14,2013-08-14,4,Wednesday,14,226,33,August,8,3,2013,2,1,2013,1
2013-08-15,2013-08-15,5,Thursday,15,227,33,August,8,3,2013,2,1,2013,1
2013-08-16,2013-08-16,6,Friday,16,228,33,August,8,3,2013,2,1,2013,1
2013-08-17,2013-08-17,7,Saturday,17,229,33,August,8,3,2013,2,1,2013,1
2013-08-18,2013-08-18,1,Sunday,18,230,34,August,8,3,2013,2,1,2013,1
2013-08-19,2013-08-19,2,Monday,19,231,34,August,8,3,2013,2,1,2013,1
2013-08-20,2013-08-20,3,Tuesday,20,232,34,August,8,3,2013,2,1,2013,1
2013-08-21,2013-08-21,4,Wednesday,21,233,34,August,8,3,2013,2,1,2013,1
2013-08-22,2013-08-22,5,Thursday,22,234,34,August,8,3,2013,2,1,2013,1
2013-08-23,2013-08-23,6,Friday,23,235,34,August,8,3,2013,2,1,2013,1
2013-08-24,2013-08-24,7,Saturday,24,236,34,August,8,3,2013,2,1,2013,1
2013-08-25,2013-08-25,1,Sunday,25,237,35,August,8,3,2013,2,1,2013,1
2013-08-26,2013-08-26,2,Monday,26,238,35,August,8,3,2013,2,1,2013,1
2013-08-27,2013-08-27,3,Tuesday,27,239,35,August,8,3,2013,2,1,2013,1
2013-08-28,2013-08-28,4,Wednesday,28,240,35,August,8,3,2013,2,1,2013,1
2013-08-29,2013-08-29,5,Thursday,29,241,35,August,8,3,2013,2,1,2013,1
2013-08-30,2013-08-30,6,Friday,30,242,35,August,8,3,2013,2,1,2013,1
2013-08-31,2013-08-31,7,Saturday,31,243,35,August,8,3,2013,2,1,2013,1
2013-09-01,2013-09-01,1,Sunday,1,244,36,September,9,3,2013,2,1,2013,1
2013-09-02,2013-09-02,2,Monday,2,245,36,September,9,3,2013,2,1,2013,1
2013-09-03,2013-09-03,3,Tuesday,3,246,36,September,9,3,2013,2,1,2013,1
2013-09-04,2013-09-04,4,Wednesday,4,247,36,September,9,3,2013,2,1,2013,1
2013-09-05,2013-09-05,5,Thursday,5,248,36,September,9,3,2013,2,1,2013,1
2013-09-06,2013-09-06,6,Friday,6,249,36,September,9,3,2013,2,1,2013,1
2013-09-07,2013-09-07,7,Saturday,7,250,36,September,9,3,2013,2,1,2013,1
2013-09-08,2013-09-08,1,Sunday,8,251,37,September,9,3,2013,2,1,2013,1
2013-09-09,2013-09-09,2,Monday,9,252,37,September,9,3,2013,2,1,2013,1
